Lead_Origin,Lead_Source,Do_Not_Email,Do_Not_Call,Converted,TotalVisits,Total_Time_On_Website,Page_Views_Per_Visit,Last_Activity,Specialization,Current_Occupation,Search,Newspaper_Article,X_Forums,Newspaper,Digital_Advertisement,Through_Recommendations,City,Free_Copy,Last_Notable_Activity
Landing_Page_Submission,Google,No,No,0,5,415,5,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Cities,No,Email_Opened
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,No,1,3,1129,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,158,1,Email_Link_Clicked,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,4,82,4,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Modified
Landing_Page_Submission,Organic_Search,No,No,1,7,1242,3.5,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,4,1236,4,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Google,No,No,1,2,1696,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,0,2,267,1,Form_Submitted_on_Website,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,No,1,4,344,4,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Organic_Search,No,No,0,16,1278,4,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Lead_Add_Form,Welingak_Website,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,1,2,915,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,2,240,2,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Google,No,No,1,2,1196,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,1,3,25,3,SMS_Sent,Others,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,No,0,4,229,2,Email_Opened,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,6,422,6,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Organic_Search,No,No,1,7,998,1.75,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,1,3,1557,3,Email_Opened,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,7,1380,7,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
API,Google,No,No,1,3,318,3,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Google,No,No,0,2,884,2,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,5,1656,5,SMS_Sent,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,No,0,8,94,8,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,7,940,7,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,2,1558,2,SMS_Sent,Supply_Chain_Management,Working_Professional,No,No,No,No,No,No,Thane_&_Outskirts,Yes,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,4,1052,4,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,1,3,1030,3,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,1,9,127,3,SMS_Sent,Finance_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,7,522,7,Email_Opened,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,0,10,1159,2.5,Page_Visited_on_Website,Finance_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Organic_Search,No,No,0,6,1243,6,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Healthcare_Management,Student,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1349,1.5,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,0,2,151,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,2,1025,2,Form_Submitted_on_Website,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,16,1804,2.67,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,1,5,1388,1.67,SMS_Sent,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Google,No,No,0,2,1260,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,4,1425,4,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,6,34,3,Unreachable,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Modified
Lead_Add_Form,Reference,No,No,1,3,1413,2,Email_Bounced,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Human_Resource_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,No,1,3,1261,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,3,684,3,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,4,66,1.33,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
API,Google,No,No,1,2,1113,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,5,651,2.5,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Link_Clicked,Services_Excellence,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
API,Google,No,No,0,2,433,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,910,1,Olark_Chat_Conversation,Marketing_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Google,No,No,0,5,8,2.5,SMS_Sent,Operations_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Google,No,No,0,4,310,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Lead_Add_Form,Reference,Yes,No,1,3,1606,2,Email_Bounced,Finance_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,9,280,3,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Email_Opened
API,Organic_Search,No,No,1,7,1141,1.75,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Olark_Chat_Conversation
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,4,95,4,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,4,10,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,No,Modified
Lead_Add_Form,Google,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,1,3,1376,3,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,23,1677,2.09,Olark_Chat_Conversation,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,No,Olark_Chat_Conversation
API,Google,No,No,1,5,908,1.67,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,3,89,3,SMS_Sent,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,1,5,934,2.5,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Lead_Add_Form,Reference,No,No,1,2,961,2,Unreachable,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Unreachable
API,Google,No,No,1,2,1328,1,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,Yes,No,1,0,0,0,Email_Bounced,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,5,1728,5,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,No,1,3,1713,3,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Lead_Add_Form,Welingak_Website,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,0,2,393,2,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,108,2,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,4,1279,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,4,99,2,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Google,No,No,0,2,1161,2,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,10,887,1.43,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,9,41,2.25,Page_Visited_on_Website,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Google,No,No,1,5,1421,5,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,12,830,2.4,Email_Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,0,5,1027,5,Page_Visited_on_Website,Rural_and_Agribusiness,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,1757,2.5,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,0,8,137,4,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1873,1.5,Email_Opened,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,2,281,2,Email_Opened,Rural_and_Agribusiness,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,94,5,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,5,118,5,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,182,3,SMS_Sent,Retail_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Modified
Landing_Page_Submission,Google,No,No,0,8,262,8,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,4,45,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Google,No,No,0,1,257,1,Unreachable,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,1,5,3,2.5,SMS_Sent,Operations_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,0,3,264,3,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,4,768,4,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,2,133,2,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,1,3,354,3,SMS_Sent,International_Business,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,No,Modified
Landing_Page_Submission,Google,No,No,0,5,740,2.5,Page_Visited_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,Yes,No,0,55,297,55,Page_Visited_on_Website,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Modified
API,Olark_Chat,No,No,1,4,40,2,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
API,Olark_Chat,No,No,0,3,406,1.5,Email_Link_Clicked,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Modified
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,0,4,1222,4,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,7,70,7,Had_a_Phone_Conversation,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,No,Had_a_Phone_Conversation
API,Google,No,No,1,4,1494,4,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
API,Google,No,No,1,3,739,3,Email_Opened,Business_Administration,Student,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,3,802,3,SMS_Sent,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,1,2,835,2,SMS_Sent,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
API,Direct_Traffic,No,No,0,5,129,2.5,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,129,2.5,Olark_Chat_Conversation,International_Business,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,0,4,266,4,Email_Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,3,260,3,SMS_Sent,Retail_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,200,2,Email_Link_Clicked,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,349,3,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,0,2,774,2,Email_Opened,Marketing_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Link_Clicked,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Link_Clicked
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1359,3,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,No,1,3,209,3,Unsubscribed,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Google,No,No,0,6,648,6,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,1099,2,Page_Visited_on_Website,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,143,3,SMS_Sent,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
Landing_Page_Submission,Google,Yes,No,0,7,720,3.5,Unsubscribed,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,0,5,1204,5,Email_Opened,Rural_and_Agribusiness,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,No,0,3,291,3,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Modified
Landing_Page_Submission,Google,No,No,0,18,1428,6,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,447,2,Email_Opened,Finance_Management,Student,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
API,Google,No,No,0,3,355,3,Email_Opened,Healthcare_Management,Working_Professional,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,313,3,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Google,No,No,1,6,1134,6,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,2,3,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Direct_Traffic,No,No,1,8,568,4,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,2,317,2,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
API,Direct_Traffic,No,No,0,10,1082,3.33,Olark_Chat_Conversation,Marketing_Management,Other,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Google,No,No,0,5,36,5,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,11,1027,5.5,Email_Opened,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,Yes,No,0,3,1129,3,Unreachable,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,No,0,4,1410,4,Email_Opened,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,130,2,Unreachable,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,1,7,751,7,Email_Opened,Retail_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,4,332,4,SMS_Sent,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,10,349,10,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,5,169,5,Email_Opened,Healthcare_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,4,1514,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,0,3,1993,3,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,No,1,5,33,2.5,Email_Opened,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,0,4,636,4,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,14,1336,2.8,Email_Opened,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,4,985,2,SMS_Sent,Healthcare_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,SMS_Sent
API,Google,No,No,1,2,1556,1,Olark_Chat_Conversation,Marketing_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Organic_Search,No,No,1,1,1196,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
API,Google,No,No,0,5,219,2.5,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,4,701,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,No,SMS_Sent
API,Google,No,No,0,3,101,3,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,1,249,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
